FireDepartmentName,SubstationName/PhysicalCity,PhysicalAddress1,County,Latitude,Longitude
Dawn,Dawn,301 COMMUNITY DRIVE,Deaf Smith,34.91087,-102.20233
Dawson VFD Inc,Dawson,97 NORTH MAIN,Navarro,31.8936,-96.715
Dayton VFD,Dayton,1001 Bill Moreau Drive,Liberty,30.046944,-94.886944
DCBE/Acton VFD,Granbury,6430 Smoky Hill Court,Hood,32.429869,-97.674825
De Kalb Fire Department,De Kalb,1023 W. Grizzly,Bowie,33.5146,-94.6327
Dean Dale VFD,Wichita Falls,6939 ST HWY 79 N,Clay,33.9466,-98.3523
Deanville VFD,Caldwell,6298 FM 111,Burleson,30.433213,-96.753146
Decatur Fire Dept.,Decatur,1705 S. State St,Wise,33.222653,-97.587654
Deer Park Fire Department,Deer Park,2211 East X Street,Harris,29.6956,-95.0997
Del Rio Fire Department,Del Rio,401 E. Losoya,Val Verde,29.360017,-100.896583
DeLeon Volunteer Fire Dept,DeLeon ,225 W. Labadie,Comanche,32.108556,-98.539145
Delhi Volunteer Fire Department,Rosanky,6255 STATE HWY 304,Caldwell,29.823091,-97.396889
Dell Valley Vol. Fire & Rescue,Dell City,401 S.Main,Hudspeth,31.938858,-105.201433
Demi John VFD,Freeport,4501 CR 459 A,Brazoria,29.0896,-95.2878
Denison Fire Department,Denison,700 W Chestnut St.,Grayson,33.75573,-96.53675
Denning VFD,San Augustine,6917 HWY 21,San Augustine,31.5145,-94.245167
Denton County Emergency Services,Denton,701 kimberly dr. ,Denton,33.131969,-97.102021
Denton Fire Department,Denton,332 E. Hickory St,Denton,33.213872,-97.12862
Denver City Volunteer Fire Department,Denver City,112 West 3rd Street,Yoakum,32.975333,-102.843
Deport VFD,Deport,154 Monroe Street,Lamar,33.528733,-95.316533
Desdemona VFD,Desdemona,8600 Hwy 16,Eastland,32.2694,-98.5517
DeSoto Fire Rescue,Desoto,211 E. Pleasant Run Road,Dallas,32.6053,-96.8544
Detroit VFD,Detroit,205 SW 1ST,Red River,33.660225,-95.266751
Devers Volunteer Fire Department,Devers,104 SOUTH GATES ST,Liberty,30.026944,-94.592222
Devine Vol. Fire & Rescue ,DEVINE,1419 COUNTY ROAD 5710,Medina,29.1515,-98.9247
Dew VFD,Teague,112 CR 477,Freestone,31.59386,-96.14311
DFW Airport Public Safety,DFW Airport,3600 South West 20th Street,Dallas,32.8635,-97.0454
D-Hanis VFD,DHanis,190 CR 526,Medina,29.3318,-99.281
Diana VFD,Diana,10496 State Highway 154E,Upshur,32.70959,-94.77251
Diboll Vol. Fire Dept.,Diboll,400 Kenley Street,Angelina,31.187961,-94.781297
Dickens Volunteer Fire Department,Dickens, 825 East Highway 82,Dickens,33.6225,-100.8326
Dickinson VFD Inc,Dickinson,4500 FM 517 East,Galveston,29.463316,-95.042418
Dike VFD,Dike,8897 FM 69 North,Hopkins,33.2353,-95.4817
Dilley VFD,Dilley,115 E. White,Frio,28.669782,-99.167882
Dime Box VFD,Dime Box,1010 Stephen F Austin,Lee,30.356774,-96.823575
Dimmit County,Carrizo Springs,1602 North 1st Street,Dimmit,28.502287,-99.835332
Dimmitt Volunteer Fire Dept.,Dimmitt,100 E BEDFORD,Castro,34.550879,-102.318656
Direct VFD,Sumner,FM 79 and FM 197,Lamar,33.746881,-95.712747
District 2 Fire & Rescue,San Antonio,7045 Old Talley Rd,Bexar,29.504977,-98.78204
District 7 Fire Rescue,San Antonio,11615 Galm Rd ,Bexar,29.528038,-98.722279
District Nine VFD,Howardwick,604 Plainview Street,Donley,35.0496,-100.8952
Divide VFD,MOUNTAIN HOME,4180 HWY 41,Kerr,30.097924,-99.657446
Dixie VFD,Tyler,584 CR 1143,Smith,32.4135,-95.4662
Dodd City VFD  Inc,Dodd City,311 S Main St,Fannin,33.574783,-96.07575
Dodge VFD,Huntsville,28 Dodge Oakhurst Road,Walker,30.7451,-95.3965
Donie VFD,Donie,328 Worthy St.,Freestone,31.47697,-96.22176
Donna Fire Department ,Donna,209 S 10th. St.,Hidalgo,26.168283,-98.0536
Doss VFD,Doss,14500 N Ranch Rd 783,Gillespie,30.45,-99.13
Double Oak VFD,Double Oak,1110 Cross Timbers,Denton,33.0621,-97.0964
Dougherty Volunteer Fire Department,Dougherty,611 Texas Ave,Floyd,33.9418,-101.0865
Douglass VFD,Douglass,15396 State Hwy. 21 West,Nacogdoches,31.667667,-94.881667
Douglassville Volunteer Fire Department,Douglassville,101 West Street,Cass,33.1923,-94.3542
Dove Creek VFD,San Angelo,11191 Northcross Lane,Tom Green,31.3194,-100.6308
Downsville  VFD,WACO,7701 S.3rd STREET RD,McLennan,31.480669,-97.064849
Driftwood VFD,Austin,15850 FM 1826,Hays,30.1514,-97.9757
Drumright VFD,Big Spring,2206 Drumright Road,Glasscock,32.072,-101.4171
Dublin Volunteer Fire Department,Dublin,213 East Blackjack,Erath,32.084835,-98.340844
Dumas Fire Department,Dumas,106 N. Bliss,Moore,35.8659,-101.9715
Duncanville Fire Dept.,Duncanville,1530 S. Main,Dallas,32.6311,-96.9079
Duval County ESD No. 2,Benavides,201 N. Clark St,Duval,27.598225,-98.413234
Eagle Creek,Floresville,11382 FM 775,Wilson,29.253536,-98.206191
Eagle Lake VFD,Eagle Lake,104 E. POST OFFICE St.,Colorado,29.5893,-96.333
Eagle Mountain Fire Department,Fort Worth,9500 LIVE OAK LANE,Tarrant,32.8976,-97.4579
Eagle Pass Fire Department,Eagle Pass,2558 El Indio Hwy.,Maverick,28.6901,-100.4791
Earle`s Chapel VFD,Jacsonville,3289 US HWY 79 W,Cherokee,31.932609,-95.343925
"Early Community Firefighters, Inc. (Early VFD)",Early,1030 Early Blvd.,Brown,31.744989,-98.939325
Earth VFD,Earth,803 Highway 70,Lamb,34.23298,-102.401056
East Bernard Volunteer Fire Department,East Bernard,808 LEVERIDGE ST,Wharton,29.5228,-96.0634
East Concho VFD,San Angelo,777 Abernathy Road,Tom Green,31.455956,-100.345299
East Delta VFD,Lake Creek,78 CR 1220,Delta,33.3929,-95.5131
East End Responders VFD,Ft. Stockton,5870 Trans Pecos Rd,Pecos,30.763963,-102.446322
East End VFD,Jasper,1165 FM 1738,Jasper,30.9,-93.89
East Hopkins (Saltillo VFD),Saltillo,13682 US Hwy 67,Hopkins,33.182867,-95.330033
East Jack County VFD,Jacksboro,6800 FM 1156,Jack,33.168178,-97.970256
East Lake Buchanan VFD,Burnet,101 CR 128,Burnet,30.859133,-98.3991
East Lake Limestone VFD,Jewett,262 LCR 892,Limestone,31.39881,-96.3092
East Leon County VFD,Oakwood,333 N Moody,Leon,31.587454,-95.848414
East Montgomery Co. FD,New Caney,Montgomery County ESD 7 (East Montgomery County FD,Montgomery,30.160244,-95.195355
East Mountain VFD,Gilmer,107 Municipal Dr,Upshur,32.5923,-94.8579
East Post Oak VFD,Blossom,6004 FM 1502,Lamar,33.716267,-95.323717
East Tawakoni VFD,East Tawakoni,100 Littlefield Drive,Rains,32.9077,-95.96121
East Texas Regional Airport FD,Longview,311 Terminal Circle,Gregg,32.386873,-94.719062
"East Wise Fire Rescue, Inc.",Rhome,107 CR 4421,Wise,33.157787,-97.43998
Easterly VFD,Franklin,100 Fire Station Rd,Robertson,31.105867,-96.379981
Eastland VFD,Eastland,414 South Seaman ST,Eastland,32.401608,-98.817622
Easton VFD,Easton,177 Kennedy Blvd,Gregg,32.3875,-94.5829
Eastside,Mt. Enterprise,11418 FM 840 E.,Rusk,32.04419,-94.64793
ECCA VFD,Tuscola,349 CR 278,Taylor,32.249283,-99.979833
Ector Vol Fire Dept,ECTOR,103 East Cardinal Street,Fannin,33.5789,-96.2726
Edcouch Vol. Fire Department ,Edcouch,200 W Santa Rose Ave ,Hidalgo,26.2941,-97.96215
Eden VFD,Eden,116 E. Blanchard,Concho,31.215189,-99.844066
Edgecliff Village Fire Dept.,Edgecliff Village,1605 Edgecliff Rd.,Tarrant,32.66084,-97.345228
Edgewood VFD,Edgewood,615 SHADY LANE,Van Zandt,32.6932,-95.87578
Edinburg Fire Department ,"Edinburg,Tx",212 W. McIntyre St,Hidalgo,26.302476,-98.163631
Edmonson Volunteer Fire Department,Edmonson,109 Merrill Street,Hale,34.281605,-101.900279
Edna VFD,Edna,315 West Main Street,Jackson,28.976559,-96.649535
Edom VFD Inc,Edom,9377 FM 279,Van Zandt,32.37168,-95.59639
El Campo Volunteer Fire Department,El Campo,1011 W. Loop,Wharton,29.19875,-96.268332
El Cenizo Volunteer Fire Department,El Cenizo,543 Cadena St ,Webb,27.332404,-99.499496
El Paso Fire Department,El Paso,"416 N. Stanton, Suite 200",El Paso,31.758135,-106.490586
Elderville-Lakeport VFD,Longview,8875 FM 2011 E.,Gregg,32.3698,-94.7146
Eldorado Vol. Fire Dept.,Eldorado,305 East Murchison,Schleicher,30.8569,-100.598
Electra VFD,Electra,111 E. Cleveland,Wichita,34.0297,-98.9177
Elgin Volunteer Fire Department,Elgin,111 North Avenue  C,Bastrop,30.348467,-97.371733
Eliasville Rural Volunteer Fire Dept.,South Bend,5051 HWY 67 SOUTH,Young,32.9897,-98.6658
Elk Volunteer Fire Department,Axtell,9297 Elk Rd,McLennan,31.6164,-96.9366
Elkhart VFD,Elkhart,12740 Hwy 287 South,Anderson,31.6169,-95.5512
Ellinger VFD,Ellinger,220 Main St.,Fayette,29.837652,-96.703735
Ellis Co. ESD 6 FD,WAXAHACHIE,1816 F.M. 66,Ellis,32.370237,-96.875557
Ellis County ESD #1,Maypearl,750 North Main,Ellis,32.31856,-97.013901
Elm Grove VFD,Rochelle,Intersect. FM 765 County Rd. 267,San Saba,31.427335,-99.05647
Elm Mott Fire/Rescue,Elm Mott,109 W Leo Street,McLennan,31.67162,-97.102988
Elmo VFD,Elmo,12777 FM 2728,Kaufman,32.72055,-96.1686
Elmwood VFD,Palestine,110 ACR 4452,Anderson,31.93028,-95.63729
Elsa Volunteer Fire Department,Elsa,216 E 4th Street,Hidalgo,26.2961,-97.9918
Elysian Fields VFD,Elysian Fields,17927 FM 31,Harrison,32.3711,-94.1828
Emhouse VFD,Corsicana,3825 JOE JOHNSON DRIVE #102,Navarro,32.16199,-96.57893
Emory,Emory,1205 W Lennon (US 69 N),Rains,32.877261,-95.77119
Energy VFD,Energy,3100 HWY 2486,Comanche,31.7617,-98.3654
Enloe VFD,Enloe,89 CR 4317,Delta,33.43483,-95.65853
Ennis Fire Department,Ennis,1700 Lake Bardwell,Ellis,32.304,-96.6342
Eola VFD,Eola,12178 FM 765 W ,Concho,31.384486,-100.098689
Era VFD,Era,7003 W FM 922,Cooke,33.495069,-97.288428
Erath County Vol. Fire Rescue,Stephenville,830 A East Road,Erath,32.212789,-98.187033
ESD 3 Fire Rescue,Marshall,9432 US Hwy 80 East,Harrison,32.516058,-94.236694
Etoile VFD,Etoile,2506 E STATE HWY 103 ,Nacogdoches,31.3865,-94.436167
Eula VFD,Clyde,9070 FM 603,Callahan,32.295,-99.5621
Euless Fire Dept,Euless,201 N. Ector Dr.,Tarrant,32.8389,-97.0926
Eureka VFD,Corsicana,400 SE CR 2190,Navarro,32.01038,-96.30732
Eustace VFD,Eustace,101 S. HOLLAND STREET,Henderson,32.3087,-96.0095
Evadale FD,Evadale,964 FM 105,Jasper,30.345556,-94.077222
"Evant Volunteer Fire Department, Inc.",Evant,600 STATE HWY 84 East,Coryell,31.47854,-98.14553
Everman Volunteer Fire Department,Everman,400 WEST ENON,Tarrant,32.631183,-97.286098
Ewell VFD,Gilmer,2817 FM 593,Upshur,32.86133,-94.9116
Fabens Fire & Rescue,Fabens,219 Main St.,El Paso,31.502436,-106.158683
Fairchild Fire Dept.,Richmond,8715 Fairchilds Rd.,Fort Bend,29.4326,-95.7765
Fairfield Fire Department ,Fairfield,221 South Keechi,Freestone,31.72453,-96.15949
Fairmount Vol. Fire Dept,Hemphill,3134 Fairdale Road,Sabine,31.215,-93.68833
Fairview Fire Rescue,Fairview,500 S. Hwy 5,Collin,33.1382,-96.6403
Falfurrias Volunteer Fire Dept.,FALFURRIAS,220 S. US HWY 281 ,Brooks,27.225483,-98.141529
Falls City VFD,Falls City,107 Cooper Street,Karnes,28.9824,-98.0187
Fannin VFD,Fannin,40 FM 2506,Goliad,28.668229,-97.388678
Farmers Branch Fire Dept,Farmers Branch,13333 Hutton Dr.,Dallas,32.9235,-96.9133
Farmersville VFD,Farmersville,134 N. WASHINGTON,Collin,33.164876,-96.360764
Farwell VFD,Farwell,304 1ST ST.,Parmer,34.385783,-103.042983
Fate FD,Fate,128 E. FATE MAIN PLACE,Rockwall,32.9415,-96.380517
Faught Vol. Fire Dept,PARIS,197 CR 43420,Lamar,33.736308,-95.428614
Fayetteville VFD,Fayetteville,202 W Main,Fayette,29.903056,-96.675833
Fedor VFD,Lexington,4746 FM 1624,Lee,30.316342,-97.056704
Ferris Fire Department,Ferris,111 Ewing St.,Ellis,32.534167,-96.66722
Five Star VFD,Mt. Pleasant,6898 FM 2152,Titus,33.2304,-95.0439
Flat Volunteer Fire Department,Gatesville,130 E FM 931,Coryell,31.3087,-97.6297
Flatonia Fire and Rescue Inc,Flatonia,216 W. NORTH MAIN,Fayette,29.688,-97.0905
Flatwoods VFD,Carthage,6814 FM 31 South,Panola,32.0511,-94.0842
Flint-Gresham VFD Inc,Flint,11029 CR 140,Smith,32.2159,-95.3532
Flomot VFD,Flomot,301 Tanner,Motley,34.224843,-100.990372
Florence VFD,Florence,301 S. Patterson Ave.,Williamson,30.839131,-97.792915
Flour Bluff,Corpus Christi,337 Yorktown Blvd.,Nueces,27.619818,-97.302146
Flower Mound Fire Department,Flower Mound,3911 S. Broadway Ave,Denton,33.038233,-97.063857
Floydada Volunteer Fire Department,Floydada,100 West Virgina Street,Floyd,33.98656,-101.33504
Fluvanna VFD,Fluvanna,1005 N. Main Street,Scurry,32.885979,-101.148915
Flynn VFD,Flynn,8309 CR 451,Leon,31.150792,-96.124535
Follett Fire Dept.,Follett,201 West Hunter,Lipscomb,36.43491,-100.14489
Fordtran VFD,Yoakum,25225 U.S. Hwy 77 N.,Victoria,29.067243,-96.986605
Forest Bend Fire Dept,Webster,2300 Pilgrims Pt.,Harris,29.541013,-95.175007
Forest Hill Fire Rescue,Forest Hill,6304 Wanda Ln,Tarrant,32.665619,-97.256029
Forestburg VFD,Forestburg,261 Gainesville St,Montague,33.5314,-97.5561
Forney Fire Department,Forney,104 E. Aimee,Kaufman,32.7493,-96.468483
Forreston VFD,forreston,114 Forreston Rd,Ellis,32.265147,-96.847014
Fort Bliss Fire & Emergency Services,El Paso,20709 Sergeant Major Blvd,El Paso,31.8493,-106.3494
Fort Davis Vol. Fire Dept. Inc.,Fort Davis,201 W. Court Ave.,Jeff Davis,30.5887,-103.896
Fort Hood Fire & Emergency Services,Fort Hood,23025 58th Street,Coryell,31.1402,-97.7754
Fort McKavett Volunteer Fire Department,Fort Mc Kavett,6300 HWY 864,Menard,30.8291,-100.1045
Fort Stockton VFD,Fort Stockton,1401 N Oklahoma,Pecos,30.89815,-102.88905
Fort Worth Fire Department,Fort Worth,505 West Felix St.,Tarrant,32.750152,-97.330649
Francitas VFD,Francitas,20.0,Jackson,28.859731,-96.338639
Franklin VFD,Franklin,316 N. Glass St,Robertson,31.027721,-96.485572
Frankston VFD,Frankston,201 Hwy 155 S,Anderson,32.04968,-95.5056
Fred Volunteer Fire Dept,Fred,20707 FM 92 NORTH,Tyler,30.579859,-94.176707
Fredericksburg FD,Fredericksburg,124 W. Main St.,Gillespie,30.275883,-98.873198
Freeport Fire & EMS Dept.,Freeport,131 East 4th Street,Brazoria,28.9478,-95.3454
Freer VFD,FREER,1106 S Norton,Duval,27.882195,-98.615724
Frelsburg VFD,New Ulm,2319 FM1291,Colorado,29.871333,-96.5485
Fresno,Fresno,4525 FM 521,Fort Bend,29.5194,-95.4561
Friberg-Cooper,Wichita Falls,291 Bailey Rd.,Wichita,34.025,-98.5144
Friday VFD,Groveton,6318 FM 1280,Trinity,31.1087,-95.2626
Friendswood Volunteer Fire Department,Friendswood,1610 Harold Whitaker,Galveston,29.4976,-95.2017
Friona Vol Fire Dept,Friona,102 E. 8th,Parmer,34.638634,-102.718228
Frisco Fire Department,Frisco,8601 Gary Burns Drive,Collin,33.1492,-96.8097
Fritch VFD,Fritch,104 N Hoyne,Hutchinson,35.63898,-101.60585
Frost VFD,Frost,112 NW Front St.,Navarro,32.07918,-96.80763
Fruitvale VFD,Fruitvale,1063 VZCR 1129,Van Zandt,32.68105,-95.79964
Ft. Hancock Fire Department,Fort Hancock,801 N Knox,Hudspeth,31.293199,-105.851173
Fuller Springs VFD,Lufkin,201 Hughes rd,Angelina,31.298428,-94.685071
Fulshear FD,Fulshear,30626 5th St.,Fort Bend,29.689939,-95.899756
Fulton Volunteer Fire Department,Fulton,401 N Ninth St.,Aransas,28.062825,-97.038859
Gainesville Fire Department,Gainesville,201 Santa fe,Cooke,33.641659,-97.146909
Galena Park Fire Department,Galena Park,1713 2nd Street,Harris,29.7341,-95.2388
Gallatin Volunteer Fire Dept,Gallatin,130 EAST FIRST AVE,Cherokee,31.8936,-95.1451
Ganado Volunteer Fire Dept.,Ganado,110 W. Putman,Jackson,29.040525,-96.513678
Gardendale VFD,Gardendale,4072 E Larkspur Ln,Ector,32.022842,-102.383614
Gardendale VFD,San Antonio,6658 EAST HOUSTON RD,Bexar,29.420875,-98.360451
Garland Fire Dept,Garland, 1500 HWY 66,Dallas,32.9096,-96.6092
Garrett Area Rural Volunteer Fire Department,Ennis,6116 FM 879,Ellis,32.373056,-96.695556
Garrison VFD & EMS,Garrison,634 S.B. AVENUE,Nacogdoches,31.8222,-94.4937
Garwood VFD,Garwood,311 Arthur Street,Colorado,29.4502,-96.396
Gary VFD,Gary,4712 FM 10,Panola,32.031111,-94.367222
Gatesville FD,Gatesville,109 South 23rd St,Coryell,31.4333,-97.7316
Gause VFD,Gause,116 E. GAUSE BLVD,Milam,30.786167,-96.720908
Gay Hill - Mound Hill - Cedar Hill VFD,Brenham,7500 Old Gay Hill Rd.,Washington,30.251179,-96.458621
Gem City VFD,Canadian,16647 Hwy 33,Hemphill,35.793644,-100.16605
George West VFD,George West,300 Bowie Street,Live Oak,28.334066,-98.113569
Georgetown Fire Dept,Georgetown,3500 D.B. Wood Rd,Williamson,30.6781,-97.7188
Geronimo VFD,Seguin,6551 N. State Highway 123,Guadalupe,29.6586,-97.9665
Gholson Volunteer Fire Dept.,Waco,1639 Wildcat Circle,McLennan,31.725278,-97.242778
Giddings VFD,Giddings,151 W Independence St.,Lee,30.189643,-96.936089
Gillett VFD,Gillett,341 CR 277,Karnes,29.1282,-97.7888
Gilmer Fire Department,Gilmer,120 Henderson Street,Upshur,32.72777,-94.944722
Gladewater  FD,Gladewater,511 S TYLER RD,Gregg,32.53124,-94.950285
Glasscock County VFD,Garden City,124 South Myrl Street.,Glasscock,31.863068,-101.480373
Glen Cove VFD,Coleman,3714 FM 2805,Coleman,31.8672,-99.6387
Glen Flora Volunteer Fire Department,Glen Flora,131 Bridge St,Wharton,29.3466,-96.1931
Glenn Heights FD,Glenn Heights,1938 S. Hampton Rd,Dallas,32.552783,-96.8562
Glenwood VFD,Gilmer,7173 PARKWOOD DR.,Upshur,32.63467,-94.82603
Godley Fire Department,Godley,200 S .Main Street,Johnson,32.446313,-97.528714
Goldsmith VFD,Goldsmith,216 N. SCHARBAUER,Ector,31.9822,-102.615617
Goldthwaite Vol. Fire Dept.,GOLDTHWAITE,54 US HWY 183 SOUTH,Mills,31.439448,-98.568228
Goliad Volunteer Fire Department,Goliad,245 S. Chilton,Goliad,28.666458,-97.39391
Golinda VFD,Lorena,7021 GOLINDA DR.,Falls,31.371784,-97.081512
Gonzales Fire Department,Gonzales,411 St. Lawrence,Gonzales,29.501722,-97.4525
Goodrich Volunteer Fire Dept.,Goodrich,1003 State Hwy. Loop 393,Polk,30.60691,-94.94704
Gordon Volunteer Fire Department,Gordon,111 E. Crockett,Palo Pinto,32.549326,-98.369419
Gordonville VFD,Gordonville,5 COLLEGE ST,Grayson,33.797104,-96.854524
Goree VFD,Goree,104 E Oak St.,Knox,33.4678,-99.5245
Gorman Volunteer Fire Dept,Gorman,101 Upton,Eastland,32.2104,-98.67122
Graford Emergency Fire District,Graford,108 S. MAIN ST,Palo Pinto,32.936,-98.248833
Graham Fire Dept,Graham,815 FIRST STREET,Young,33.1024,-98.585
Granbury VFD,Granbury,1701 W.  Pearl St.,Hood,32.440184,-97.805651
Grand Falls VFD,Grand Falls,310 Second Street,Ward,31.346389,-102.855
Grand Prairie Fire Dept,Grand Prairie,1525 Arkansas Lane,Dallas,32.7044,-97.0283
Grand Saline VFD,Grand Saline,115 North Green Street,Van Zandt,32.6729,-95.70862
Grandview VFD,Grandview,100 MCFARLAND,Johnson,32.270531,-97.179178
Granger Volunteer Fire Dept.,Granger,105 South Granger St,Williamson,30.578135,-97.415981
Granite Shoals Fire Department,Granite Shoals,8410 W. FM 1431,Burnet,30.607173,-98.373858
Grape Creek VFD,San Angelo,7912 WREN ROAD,Tom Green,31.581087,-100.549119
Grapeland VFD/EMS,GRAPELAND,117 SOUTH OAK STREET,Houston,31.490283,-95.47995
Grapevine Fire Dept,Grapevine,"1007 Ira E Woods Ave, Grapevine, TX 76051",Tarrant,32.931,-97.087
Gray VFD,Jefferson,3449 FM 727,Marion,32.7344,-94.0723
Greenville Fire Dept,Greenville,2603 Templeton St,Hunt,33.13,-96.11
Greenwood Rural VFD Inc,Weatherford,1418 GREENWOOD CUT OFF ROAD,Parker,32.752333,-97.8605
Greenwood Volunteer Fire Department,Midland,3103 FM 1379,Midland,32.0118,-101.8905
Greenwood/Slidell VFD,Slidell,294 CR 2821,Wise,33.359833,-97.391
Gregory VFD,Gregory,308 Ayers St.,San Patricio,27.919515,-97.291106
Grey Forest VFD,Helotes,18515 Scenic Loop Rd.,Bexar,29.614667,-98.685056
Groesbeck Volunteer Fire-Rescue,Groesbeck,209 Whitt St.,Limestone,31.5254,-96.5418
Groom VFD,Groom,203 Broadway Ave,Carson,35.20297,-101.10763
Groves Fire Dept.,Groves,6150 Short St,Jefferson,29.938056,-93.919444
Groveton VFD,Groveton,249 W. FRONT STREET,Trinity,31.0548,-95.1287
Gruver Fire Dept.,Gruver,302 Cator,Hansford,36.26652,-101.40745
Gun Barrel City,Gun Barrel City,306 Municipal Dr.,Henderson,32.3348,-96.11713
Gunter Fire,Gunter,105 NORTH 4TH STREET,Grayson,33.448498,-96.747487
Gustine VFD,Gustine,106 W Main,Comanche,31.8456,-98.4043
Hainesville VFD,Mineola,3312 FM 49,Wood,32.7171,-95.3696
Hale Center Volunteer Fire Department,Hale Center,702 Main,Hale,34.07156,-101.870809
Halfway Volunteer Fire Department,Plainview,801 W. US 70,Hale,34.188167,-101.952375
Hallettsville VFD,Hallettsville,108 East 4th Street,Lavaca,29.444047,-96.942325
Hallsburg VFD,Waco,4314 Elk RD.,McLennan,31.553889,-96.963056
Hallsville VFD,Hallsville,102 North Central,Harrison,32.50555,-94.573917
Haltom City Fire/Rescue,Haltom City,5525 Broadway Ave,Tarrant,32.801167,-97.265667
Hamby VFD,Abilene,4408 State Highway 351,Taylor,32.512506,-99.630357
Hamilton Volunteer Fire Department,Hamilton,104 W Henry,Hamilton,31.704679,-98.124656
Hamlin Vol. Fire Department,Hamlin,11 S.W. AVE A,Jones,32.88485,-100.125211
Hamshire Vol Fire Dept.,Hamshire,12393 SECOND STREET,Jefferson,29.861933,-94.31065
Hankamer VFD,Hankamer,9436 HWY 61,Chambers,29.8613,-94.6275
Happy VFD,Happy,110 West Main,Swisher,34.74371,-101.85669
Harbin VFD,Dublin,8135 FM 847,Erath,32.116877,-98.260502
Hardin County ESD #5,Sour Lake,711 6th Street,Hardin,30.140286,-94.411097
Harker Heights FD,Harker Heights,401 Indian Trail,Bell,31.080883,-97.65501
Harleton Volunteer Fire,Harleton,17016 State Hwy 154,Harrison,32.676617,-94.57505
Harlingen Fire Department,Harlingen,24200 N. FM 509,Cameron,26.2081,-97.6339
Harmony Consolidated VFD,Big Sandy,1022 Jaguar Road,Upshur,32.75355,-95.1062
Harper VFD & EMS,Harper,84 N RANCH ROAD 783,Gillespie,30.3,-99.24
Harris County ESD 48,Katy,21201 Morton Road,Harris,29.8164,-95.7388
Harris County ESD10/Eastex Fire Dept,humble,14415 old humble rd,Harris,29.93,-95.2953
Harris County ESD12,Houston ,911 Hollywood,Harris,29.778981,-95.17127
Harrison ESD 4,Marshall,1049 FM RD 2983,Harrison,32.4203,-94.345733
Harrold Volunteer Fire Dept.,Harrold,12494 FM 1763 S,Wilbarger,34.07967,-99.03309
