X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-84.5947199999999,35.15583,2124,OCOEE,17547802,2022/03/15 13:05:00+00,32A04046,409502,1322,,35.15583,-84.59472,TN,Polk,USFS,08,CHEROKEE NF,OCOEE RD,1,18.5 inches,4 mph,143 degrees ,49 deg. F,49 deg. F ,45 % ,13 volts,10.2 (unk),175 degrees,9 mph,52 w/m2,17547802
-117.91833,35.87111,2125,FIVE MILE,17146670,2022/03/15 13:26:00+00,324BA596,044308,4150,"STATION SITS ATOP KNOLL OVERLOOKING HIGHWAY 395 3-5 MILES TONE. LAND FALLS WAY ON 3 SIDES (N,S,W)WALK LAST 200 VERT TO TOP OF KNOLL",35.87111,-117.91833,CA,Inyo,BLM,CALIFORNIA,CALIFORNIA DESERT,Ridgecrest,1,0 inches,4 mph,349 degrees ,54 deg. F,NO DATA,27 % ,12.6 volts,NO DATA,346 degrees,6 mph,0 w/m2,17146670
-120.49861,36.1833300000001,2126,ALCALDE,,2022/08/31 13:21:00+00,,,,,,,,,,,,,,6.36 inches,3 mph,NO DATA,80 deg. F,NO DATA,30 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19118609
-84.5922199999999,30.07028,2127,SANBORN,17047087,2022/03/15 13:20:00+00,3287E364,082201,35,,30.07028,-84.59222,FL,Wakulla,USFS,08,NF'S IN FLORIDA,APALACHICOLA NF,1,13.32 inches,1 mph,124 degrees ,60 deg. F,60 deg. F ,98 % ,13.1 volts,26.3 (unk),142 degrees,3 mph,51 w/m2,17047087
-120.79389,37.18222,2128,SAN LUIS NWR,17323800,2022/06/24 02:32:00+00,8374C006,044004,65,,37.18222,-120.79389,CA,,FWS,REGION 8,SAN LUIS NWR,,A,6.5 inches,5 mph,252 degrees ,92 deg. F,94 deg. F ,22 % ,13.3 volts,3.7 (unk),231 degrees,11 mph,181 w/m2,17323800
-121.03145,46.16457,2129,TEPEE CREEK,16783675,2022/08/31 12:36:00+00,52105096,452317,2961,"SITE IS LOCATED IN TIMBERED FOREST AND IS SURROUNDED BY
PINE TREES AND PINE SEEDLINGS.  POLAND BUTTE IS LOCATED
APPROXIMATELY 1 1/2 MILES  SOUTH OF THE RAWS

BIA FREQ TX-164.575 RX-168.375 SUBTONE-156.7",46.16457,-121.03145,WA,Yakima,BIA,Northwest,Yakama Agency,Yakama Nation,A,0 inches,2 mph,348 degrees ,56 deg. F,NO DATA,65 % ,12.8 volts,NO DATA,18 degrees,4 mph,0 w/m2,16783675
-119.26169,37.13683,2130,SHAVER,17103407,2022/08/31 12:56:00+00,CA256792,044522,5632,Station located on modified open area surrounded by mixedconifer with limited hardwood component.,37.13683,-119.26169,CA,Fresno,S&PF,CALIFORNIA,CDF,FRESNO-KINGS UNIT,A,23.44 inches,0 mph,327 degrees ,53 deg. F,47 deg. F ,54 % ,12.9 volts,7 (unk),327 degrees,2 mph,0 w/m2,17103407
-123.6485,44.8131000000001,2131,CHANDLER,19804676,2022/04/13 01:11:00+00,32B72ED8,351711,1697,,44.8131,-123.6485,OR,Polk,S&PF,OREGON,DEPT OF FORESTRY,,1,66.52 inches,3 mph,257 degrees ,32 deg. F,32 deg. F ,100 % ,13.6 volts,25.3 (unk),262 degrees,NO DATA,14 w/m2,19804676
-119.05045,37.81622,2132,INF04 PORTABLE,17407053,2021/12/17 20:12:00+00,32877606,043794,7685,,37.81622,-119.05045,CA,,USFS,05,INYO NF,Mono Lake RD,2,.59 inches,3 mph,4 degrees ,45 deg. F,27 deg. F ,15 % ,13.4 volts,25.9 (unk),14 degrees,4 mph,NO DATA,17407053
-122.43483,40.91596,2133,SUGARLOAF (SHF),16965937,2022/08/31 13:18:59+00,32420332,040614,3259,Station sits midslope on a knife ridge that runs E-W.,40.91596,-122.43483,CA,Shasta,USFS,05,SHASTA TRINITY NF,Shasta Lake,A,30.34 inches,3 mph,344 degrees ,71 deg. F,67 deg. F ,44 % ,12.7 volts,5.6 (unk),305 degrees,6 mph,0 w/m2,16965937
-149.65014,61.38192,2134,JBER,18222615,2022/03/15 13:15:59+00,AAC3B6D0,500974,262,,61.38192,-149.65014,AK,Anchorage,DOD,,,USAF,2,0 inches,0 mph,NO DATA,0 deg. F,NO DATA,3 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18222615
-120.43329,35.89831,2135,PARKFIELD,17101095,2022/03/15 12:56:00+00,CA2352C6,044310,1525,,35.89831,-120.43329,CA,Monterey,S&PF,CALIFORNIA,CDF,SAN BENITO/MONT UNIT,1,7.78 inches,1 mph,358 degrees ,39 deg. F,37 deg. F ,76 % ,12.8 volts,10.3 (unk),52 degrees,4 mph,0 w/m2,17101095
-95.09054,33.62685,2136,CLARKSVILLE,17311522,2022/08/31 13:08:00+00,8840E484,410401,399,hardwood litter,33.62685,-95.09054,TX,Red River,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,24.17 inches,1 mph,64 degrees ,75 deg. F,76 deg. F ,97 % ,13 volts,25.5 (unk),26 degrees,4 mph,76 w/m2,17311522
-122.52428,43.52768,2137,IRAWS 18,,2022/02/23 12:46:59+00,,,,,,,,,,,,,,0 inches,0 mph,NO DATA,15 deg. F,NO DATA,68 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17972114
-120.23574,34.4884000000001,2138,GAVIOTA,,2022/03/15 13:09:00+00,,,,,,,,,,,,,,7.01 inches,33 mph,NO DATA,49 deg. F,NO DATA,65 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19031562
-81.53687,28.99557,2139,PAISLEY,,2022/03/15 12:48:00+00,,,,,,,,,,,,,,8.21 inches,0 mph,NO DATA,62 deg. F,NO DATA,93 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17843998
-96.56056,38.4350000000001,2140,TALLGRASS PRAIRIE,17249056,2022/06/12 14:31:00+00,FA63812C,145201,1231,Tallgrass prairie setting.  Behind ranchhand house to NW.Access station from Southwind nature trail.,38.435,-96.56056,KS,Chase,NPS,MIDWEST,TALLGRASS PRAIRIE NP,,A,20.02 inches,9 mph,37 degrees ,82 deg. F,86 deg. F ,79 % ,12.2 volts,16.2 (unk),43 degrees,22 mph,262 w/m2,17249056
-93.9916699999999,37.89667,2141,WAH KON TAH,18534921,2022/05/25 00:27:59+00,323C41FC,235901,945,"This is on the Wah'Kon-Tah Prairie in SW St. Clair County and N Cedar County.  The station is on the county line, just on the Cedar County Side.  Wide open tall grass prairie on a hilltop.",37.89667,-93.99167,MO,Cedar,S&PF,MISSOURI,DEPT OF CONSERVATION,,A,13.09 inches,10 mph,NO DATA,63 deg. F,NO DATA,98 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18534921
-121.94264,48.92022,2142,KIDNEY CREEK,16977192,2022/06/07 09:29:00+00,3261C0CC,451409,3485,FIRE WX ZONE: 658,48.92022,-121.94264,WA,,USFS,06,MT. BAKER/SNOQUALMIE,,A,29.84 inches,1 mph,177 degrees ,41 deg. F,36 deg. F ,94 % ,12.7 volts,24.6 (unk),162 degrees,4 mph,0 w/m2,16977192
-89.93528,30.32167,2143,BIG BRANCH NWR,17359405,2022/08/31 12:48:00+00,83771160,165002,11,"located in an old baseball field at the SELA HQ's.sShort grass near helibase.  Exit Lacombe@ I-12 & go south on Hwy 434.visitor center entrance on the right, turn in & follow road, station in the back field behind HQ",30.32167,-89.93528,LA,St. Tammany,FWS,REGION 4,BIG BRANCH NWR,,A,36.73 inches,1 mph,12 degrees ,75 deg. F,77 deg. F ,100 % ,13.1 volts,25.2 (unk),53 degrees,3 mph,54 w/m2,17359405
-122.69225,44.71756,2144,JORDAN,17177133,2022/08/03 16:12:59+00,60004164,352025,742,,44.71756,-122.69225,OR,Linn,S&PF,OREGON,DEPT OF FORESTRY,Santiam,A,32.66 inches,5 mph,273 degrees ,71 deg. F,80 deg. F ,58 % ,13.5 volts,12.2 (unk),288 degrees,8 mph,430 w/m2,17177133
-82.2122199999999,33.3468800000001,2145,FORT GORDON,17454349,2022/03/15 13:02:00+00,FE100312,093801,477,,33.34688,-82.21222,GA,Richmond,DOD,NOT APPLICABLE,,,1,6.85 inches,2 mph,50 degrees ,50 deg. F,49 deg. F ,82 % ,13 volts,15.8 (unk),171 degrees,8 mph,55 w/m2,17454349
-96.20597,47.7190000000001,2146,GLACIAL RIDGE PORTABLE,18314799,2022/03/15 19:31:59+00,32D4E028,,1074,,47.719,-96.20597,MN,Polk,FWS,REGION 3,AGASSIZ NWR,,1,0 inches,10 mph,NO DATA,41 deg. F,NO DATA,75 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18314799
-106.21167,38.8272200000001,2147,RED DEER,16928554,2022/07/07 14:24:00+00,3241C122,052902,8727,FIRE WX ZONE: 207MID SLOPE,38.82722,-106.21167,CO,Chaffee,USFS,02,PIKE/SAN ISABE NF,SALIDA RD,A,8.4 inches,3 mph,120 degrees ,61 deg. F,62 deg. F ,50 % ,13.3 volts,16.8 (unk),139 degrees,6 mph,413 w/m2,16928554
-147.01681,64.6967900000001,2148,MANCHU,17480724,2022/08/31 13:25:00+00,D0D0264E,500753,674,,64.69679,-147.01681,AK,Fairbanks North Star,DOD,USA,FORT WAINWRITE,,A,4.25 inches,0 mph,225 degrees ,44 deg. F,NO DATA,100 % ,12.7 volts,NO DATA,149 degrees,2 mph,0 w/m2,17480724
-98.03889,30.56611,2149,BALCONES,17248797,2022/08/31 12:48:00+00,3265958A,417902,1035,,30.56611,-98.03889,TX,,FWS,REGION 2,BALCONES CANYON NWR,,A,7.52 inches,0 mph,101 degrees ,74 deg. F,74 deg. F ,98 % ,12.6 volts,22.5 (unk),48 degrees,2 mph,4 w/m2,17248797
-118.96778,42.2547200000001,2150,BASQUE HILLS,16851251,2022/07/01 08:50:00+00,3250A1A0,353520,5080,"SITS ON RIDGE LINE MOSTLY NORTH FACEING AREA 1/2 MILE SOUTH
CATLOW RIM 2MI EAST DEADMAN CANYON 2 MILES WEST LAST 1 1/2
MILES ROUGH AND ROCKY",42.25472,-118.96778,OR,Harney,BLM,R9 Columbia Pac NW,BURNS,WASHINGTON D.C.,A,2.87 inches,5 mph,300 degrees ,62 deg. F,NO DATA,37 % ,13.1 volts,NO DATA,312 degrees,12 mph,0 w/m2,16851251
-117.17569,35.15428,2151,OPAL MOUNTAIN,16800562,2022/05/05 01:14:00+00,3257960E,045127,3240,"SITE SITS JUST SOUTH EAST OF OPAL MT. AND NORTH EAST OFBLACK MOUNTAIN NATURE STUDY AREA.  GROUND COVER IS MIXEDDESERT WITH SAGE, CACTUS, CRESOL TREE AND GRASSES.  ATVTRAILS ABOUND IN THE AREA, WITH SOME CAMPING SITES.  VALLEYTO SOUTH SOUTHEAST RUNS ALL THE WAY TO BARSTOW.",35.15428,-117.17569,CA,San Bernardino,BLM,CALIFORNIA,CALIFORNIA DESERT,WASHINGTON D.C.,A,2.1 inches,11 mph,193 degrees ,80 deg. F,NO DATA,9 % ,13.7 volts,NO DATA,218 degrees,18 mph,371 w/m2,16800562
-118.41639,44.03972,2152,ANTELOPE,16850478,2022/05/11 07:28:59+00,32652604,353524,6460,"ANTELOPE LOOK OUT IS .75 MILES NORTH WEST OF SITE. 6 FT.
DUE WEST AND 10 FT.NORTH WEST OF SITE ARE TWO USGS MARKERS
DATED 1968. SITE IS ON A RIDGE RUNNING NORTH TO SOUTH. 30 FT
NORTH EAST OF SITE IS A STEEP DROP OFF.",44.03972,-118.41639,OR,Harney,USFS,06,MALHEUR NF,,A,1.64 inches,13 mph,38 degrees ,28 deg. F,25 deg. F ,52 % ,13.5 volts,15.8 (unk),23 degrees,21 mph,0 w/m2,16850478
-119.50639,48.83,2153,SPECTACLE LAKE,,2022/03/15 12:46:59+00,,,,,,,,,,,,,,1.53 inches,3 mph,NO DATA,40 deg. F,NO DATA,99 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19523081
-110.19768,45.45813,2154,MAIN BOULDER,17023269,2022/06/30 07:40:00+00,323FE60A,244705,5405,FIRE WX FORECAST ZONE: 111VALLEY,45.45813,-110.19768,MT,Sweet Grass,USFS,01,Custer Gallatin NF,LIVINGSTON RD,A,12.1 inches,3 mph,143 degrees ,46 deg. F,NO DATA,89 % ,13.1 volts,NO DATA,149 degrees,4 mph,0 w/m2,17023269
-86.86564,30.8583100000001,2155,BLACKWATER FORESTRY CNTR,19743496,2022/08/31 12:59:59+00,32B4D780,080203,206,,30.85831,-86.86564,FL,Santa Rosa,S&PF,FLORIDA,DIVISION OF FORESTRY,Florida FS,A,42.22 inches,5 mph,16 degrees ,77 deg. F,81 deg. F ,82 % ,13.1 volts,20.9 (unk),45 degrees,NO DATA,148 w/m2,19743496
-84.65944,34.9225000000001,2156,COHUTTA,17240106,2022/08/31 13:05:59+00,32733222,090402,1724,,34.9225,-84.65944,GA,Murray,USFS,08,CHATTAHOOCHEE&OCONEE,CONASAUGA,A,48.35 inches,1 mph,1 degrees ,71 deg. F,70 deg. F ,92 % ,13.4 volts,25.7 (unk),1 degrees,2 mph,167 w/m2,17240106
-89.5163899999999,31.74972,2157,COVINGTON,17401629,2022/08/31 13:10:00+00,391053DC,226502,290,,31.74972,-89.51639,MS,Covington,S&PF,MISSISSIPPI,FORESTRY COMMISSION,Fire Services,A,47.34 inches,1 mph,71 degrees ,78 deg. F,NO DATA,98 % ,12.5 volts,NO DATA,101 degrees,6 mph,184 w/m2,17401629
-105.45192,38.34569,2158,COPPER GULCH,16805675,2022/03/15 20:48:59+00,32599266,053904,7410,"SITE SITS BEHIND THE HOME OF FRED STEEL.  ACCESS IS ON THELEFT OF HIS PROPERTY LINE.  A LOW EAST WEST RIDGE RUNSBEHIND STATION.  P-PINE, JUNIPER, PINION AND SAGE INSITE AREA.",38.34569,-105.45192,CO,Fremont,BLM,COLORADO,CANON CITY,WASHINGTON D.C.,1,1.35 inches,10 mph,282 degrees ,62 deg. F,NO DATA,10 % ,13.6 volts,NO DATA,307 degrees,20 mph,821 w/m2,16805675
-81.80556,29.3986100000001,2159,LAKE GEORGE,17391654,2022/03/15 12:58:00+00,3286B1E2,083502,129,South Exposure,29.39861,-81.80556,FL,Marion,USFS,08,NF'S IN FLORIDA,OCALA NF,1,4.34 inches,1 mph,79 degrees ,61 deg. F,61 deg. F ,96 % ,13 volts,23.7 (unk),67 degrees,2 mph,22 w/m2,17391654
-80.0377799999999,38.2244400000001,2160,MARLINTON,17060648,2022/05/27 22:38:00+00,33349290,464203,3082,Located at Ranger Station,38.22444,-80.03778,WV,Pocahontas,USFS,09,MONONGAHELA NF,MARLINTON RD,A,3.42 inches,1 mph,232 degrees ,57 deg. F,58 deg. F ,88 % ,13.5 volts,24.2 (unk),207 degrees,5 mph,153 w/m2,17060648
-106.19458,46.03331,2161,COW CREEK,17164345,2022/05/02 23:22:00+00,324E11D8,243906,3228,,46.03331,-106.19458,MT,Rosebud,BLM,MONTANA,MILES CITY,,A,1.82 inches,10 mph,131 degrees ,57 deg. F,NO DATA,51 % ,13.6 volts,NO DATA,135 degrees,27 mph,443 w/m2,17164345
-83.38139,33.4091700000001,2162,ROCK EAGLE PORTABLE 1,,2022/03/15 12:36:00+00,,,,,,,,,,,,,,264.79 inches,0 mph,NO DATA,47 deg. F,NO DATA,100 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19011079
-87.89519,32.91272,2163,EUTAW,,2022/08/31 13:26:00+00,,,,,,,,,,,,,,45.28 inches,2 mph,NO DATA,73 deg. F,NO DATA,100 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18945805
-87.8124999999999,30.25278,2164,BONSECOUR,17463583,2022/08/10 19:17:00+00,837970EE,016703,20,,30.25278,-87.8125,AL,Baldwin,FWS,REGION 4,SANDHILL CRANE NWR,,A,31.63 inches,2 mph,120 degrees ,88 deg. F,98 deg. F ,69 % ,13.1 volts,9.5 (unk),219 degrees,9 mph,778 w/m2,17463583
-77.7218999999999,34.5328000000001,2165,BACK ISLAND,17342242,2022/08/31 13:18:00+00,4071A41A,319402,29,,34.5328,-77.7219,NC,Pender,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,DISTRICT 8,A,26.4 inches,4 mph,21 degrees ,81 deg. F,83 deg. F ,79 % ,13 volts,25.5 (unk),20 degrees,11 mph,302 w/m2,17342242
-83.31778,37.5922200000001,2166,JACKSON CO AP,17126430,2022/06/15 12:56:00+00,4030305E,156001,1388,,37.59222,-83.31778,KY,,S&PF,KENTUCKY,DIVISION OF FORESTRY,,A,22.08 inches,1 mph,206 degrees ,81 deg. F,84 deg. F ,84 % ,12.9 volts,20.4 (unk),217 degrees,7 mph,282 w/m2,17126430
-105.8375,40.2702800000001,2167,HARBISON MEADOW,17041715,2022/03/21 02:57:00+00,3335F58C,050402,8500,FIRE WX ZONE: 212,40.27028,-105.8375,CO,Grand,USFS,02,ARAPAHO/ROOSEVELT NF,SULPHUR Ranger Dist,1,1.86 inches,0 mph,133 degrees ,28 deg. F,NO DATA,77 % ,13.7 volts,NO DATA,350 degrees,5 mph,0 w/m2,17041715
-107.08889,38.33194,2168,HUNTSMAN MESA,16809516,2022/07/18 09:48:00+00,325A000A,052813,9400,"STATION SITS ON HIGH KNOB OVER LOOKING VALLEYS TO ALL SIDES.
ANTENNAS AND RELAY TOWERS AT TOP OF KNOB @100 YDS AWAY.
CONTENENTAL DEVIDE 10 MI. TO SW.",38.33194,-107.08889,CO,Gunnison,BLM,R7 Upper CO Basin,MONTROSE,WASHINGTON D.C.,A,3.58 inches,6 mph,226 degrees ,58 deg. F,NO DATA,62 % ,12.8 volts,NO DATA,247 degrees,8 mph,0 w/m2,16809516
-120.6048,38.7264000000001,2169,CALFIRE PORTABLE 27,17217875,2022/03/09 15:53:00+00,CA49774A,049915,3600,,38.7264,-120.6048,CA,El Dorado,S&PF,CALIFORNIA,CDF,AMADOR-ELDORADO UNIT,1,.4 inches,4 mph,71 degrees ,48 deg. F,49 deg. F ,41 % ,12.8 volts,10 (unk),57 degrees,7 mph,93 w/m2,17217875
-94.3949699999999,36.1177200000001,2170,WEDINGTON,17125425,2022/08/31 13:10:00+00,328A03F0,030901,1286,,36.11772,-94.39497,AR,Benton,USFS,08,OZARK-ST. FRANCIS NF,BOSTON MTN. R.D.,A,32.36 inches,6 mph,86 degrees ,71 deg. F,69 deg. F ,76 % ,13.1 volts,21.4 (unk),85 degrees,8 mph,112 w/m2,17125425
-93.40278,29.8888900000001,2171,SABINE,17386275,2022/08/02 17:50:00+00,837817F2,235643,6,"Sabine RAWS is located in a 125,000 acre saltwater marsh,the station is on a levee, the highest point at 3 foot elv.There are little to no trees",29.88889,-93.40278,LA,Cameron,FWS,REGION 4,SABINE NWR,SABINE NWR,A,15.85 inches,5 mph,181 degrees ,84 deg. F,NO DATA,80 % ,13.3 volts,NO DATA,219 degrees,16 mph,266 w/m2,17386275
-153.4675,60.22472,2172,CHIGMIT MTNS,17542178,2022/02/09 22:43:00+00,FA6544FC,,4658,,60.22472,-153.4675,AK,,NPS,ALASKA,LAKE CLARK NP,,1,NO DATA,NO DATA,2 degrees ,NO DATA,NO DATA,70 % ,14.8 volts,NO DATA,3 degrees,NO DATA,289.7 w/m2,17542178
-120.54363,46.0810000000001,2173,HIGHBRIDGE,17522716,2022/08/31 12:56:00+00,52125562,452318,2106,,46.081,-120.54363,WA,Yakima,BIA,Northwest,Yakama Agency,Yakama Nation,A,6.67 inches,3 mph,166 degrees ,76 deg. F,NO DATA,32 % ,12.8 volts,NO DATA,113 degrees,8 mph,0 w/m2,17522716
-118.40708,43.55742,2174,BALD MTN,16851758,2022/05/05 00:43:00+00,325282B8,353522,5592,SITE SITS JUST BELOW AND SOUTH OF BALD MTNABOUT 1/4 MILE NICE SOUTHERN SLOPE,43.55742,-118.40708,OR,Harney,BLM,OREGON,BURNS,WASHINGTON D.C.,A,3.97 inches,7 mph,153 degrees ,65 deg. F,NO DATA,34 % ,13.6 volts,NO DATA,129 degrees,16 mph,479 w/m2,16851758
-104.58019,46.7760000000001,2175,PINE HILL,16833592,2022/05/02 23:25:00+00,324B2382,244201,2649,"STATION SITS ON SMALL KNOB, MID SLOPE TO THE SOUTH, WITH
A CLEARING TO THE SOUTH AND SOME 15 TO 20 FT. PONDEROSA TO
THE WEST. DRAINAGE IS SOUTH. AN OIL FIELD PIPELINE RUNS
DOWNHILL NORTH TO SOUTH AT APPROX. 60 YARDS TO THE EAST OF
THE STATION. PINE HILL IS 1/3 MILE DUE WEST OF SITE.",46.776,-104.58019,MT,Wibaux,BLM,MONTANA,MILES CITY,WASHINGTON D.C.,A,2.03 inches,9 mph,163 degrees ,59 deg. F,NO DATA,32 % ,14.2 volts,NO DATA,130 degrees,22 mph,324 w/m2,16833592
-81.61056,31.25694,2176,STERLING,17328159,2022/08/31 13:05:00+00,3100F778,098801,13,,31.25694,-81.61056,GA,Glynn,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,35.95 inches,3 mph,258 degrees ,80 deg. F,92 deg. F ,85 % ,13.9 volts,16.1 (unk),279 degrees,7 mph,51 w/m2,17328159
-95.8741699999999,48.3050000000001,2177,AGASSIZ,17374242,2022/06/22 00:20:00+00,8376767C,210801,920,,48.305,-95.87417,MN,,FWS,REGION 3,AGASSIZ NWR,,A,15.58 inches,12 mph,310 degrees ,64 deg. F,63 deg. F ,82 % ,13.5 volts,18.4 (unk),305 degrees,22 mph,186 w/m2,17374242
-123.1486,48.58808,2178,NPS ENGLISH CAMP,,2022/03/21 02:37:00+00,,,,,,,,,,,,,,26.34 inches,0 mph,NO DATA,44 deg. F,NO DATA,80 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17608208
-123.62958,43.7200800000001,2179,DEVILS GRAVEYARD,17476132,2022/05/05 01:24:00+00,326B226C,353047,1550,"STATION SITS ON A RIDGELINE IN 3 ACRE CLEAR CUT ONDEVILS GRAVEYARD RD. ROMAN NOSE PEAK APPROX 15MILES NORTH, OLD BLUE LOOKOUT 30 MILES SOUTH.",43.72008,-123.62958,OR,Douglas,BLM,OREGON,COOS BAY,OR & CA RR PROP,A,23.16 inches,5 mph,359 degrees ,62 deg. F,NO DATA,62 % ,14 volts,NO DATA,290 degrees,12 mph,292 w/m2,17476132
-109.57139,45.45806,2180,FISHTAIL,16833858,2022/05/03 01:23:00+00,324BB6E0,244902,4550,"SITE SITS IN AN OPEN VALLEY AND TO THE NORTH OF A MAIN TWO
TRACK AND FENCE LINE RUNNING EAST TO WEST. THE STATION IS IN
THE NORTH WEST CORNER OF A FENCED IN STUDY AREA.**CAUTION!!
DO NOT TOUCH THE GRASSY LEAFY SPURGE WHEN IT IS GREEN. THE
SAP WILL CAUSE SEVERE BOILS. DO NOT GET SAP IN EYE,ECT.****",45.45806,-109.57139,MT,Stillwater,BLM,MONTANA,MONTANA STATE OFFICE,WASHINGTON D.C.,A,2.42 inches,9 mph,69 degrees ,53 deg. F,NO DATA,66 % ,13.7 volts,NO DATA,80 degrees,16 mph,162 w/m2,16833858
-118.94308,39.2619700000001,2181,DEAD CAMEL MOUNTAIN,16841275,2022/08/31 12:48:00+00,325C2628,260701,4549,"SITE LOCATED 1.7 MILES OFF ROAD IN SEMI FLAT AREA
HILLS SURROUND AREA SAGE BRUSH SAND AND SHORT GRASS
ALL AROUND IT IS NOT VISIBLE FROM ROAD TO TRY AND ELIMANATE
VANDALISM",39.26197,-118.94308,NV,Churchill,BLM,R10 CA Great Basin,CARSON CITY,WASHINGTON D.C.,A,.91 inches,5 mph,226 degrees ,68 deg. F,NO DATA,33 % ,12.8 volts,NO DATA,230 degrees,9 mph,0 w/m2,16841275
-121.59556,47.1155600000001,2182,GREENWATER,16878914,2022/05/22 18:01:00+00,3000065E,451718,2405,Site is located on a hilltop rocky knob.  Evergreen trees,47.11556,-121.59556,WA,Pierce,S&PF,WASHINGTON,DEPT. OF NATURAL RES,SOUTH PUGET SOUND,A,30.56 inches,3 mph,338 degrees ,67 deg. F,NO DATA,51 % ,13.6 volts,NO DATA,323 degrees,5 mph,783 w/m2,16878914
-91.19219,43.8222500000001,2183,LA CROSSE,,2022/03/15 13:08:00+00,,,,,,,,,,,,,,1.12 inches,2 mph,NO DATA,30 deg. F,NO DATA,100 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19385868
-116.09447,32.6747500000001,2184,MOUNTAIN SPRINGS GRADE,17569046,2022/08/31 12:51:00+00,CA8040E8,,2044,,32.67475,-116.09447,CA,San Diego,S&PF,CALIFORNIA,,San Diego Gas & Elec,A,3.61 inches,10 mph,207 degrees ,90 deg. F,87 deg. F ,26 % ,12.6 volts,5.2 (unk),209 degrees,19 mph,0 w/m2,17569046
-76.77685,42.52795,2185,BOLTER CREEK,18637330,2022/03/15 13:12:00+00,32B0E720,300971,1608,Middle of pasture,42.52795,-76.77685,NY,Schuyler,USFS,09,GRN MTN & FINGER LKS,03,1,0 inches,2 mph,NO DATA,38 deg. F,NO DATA,77 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18637330
-115.1882,45.3783700000001,2186,LODGEPOLE,16947004,2022/05/13 13:41:00+00,325E9052,101044,5814,"FLAT SITE.
FIRE WX FORECAST ZONE: 402",45.37837,-115.1882,ID,Idaho,USFS,04,PAYETTE NF,KRASSEL,A,6.49 inches,7 mph,293 degrees ,30 deg. F,30 deg. F ,97 % ,12.8 volts,17.7 (unk),320 degrees,20 mph,15 w/m2,16947004
-77.237,38.0426400000001,2187,FAPH_SOUTH 1,18406928,2022/04/28 18:33:59+00,3274E67E,443304,206,,38.04264,-77.237,VA,Caroline,DOD,,,US ARMY,A,11.94 inches,7 mph,NO DATA,58 deg. F,NO DATA,22 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18406928
-116.89769,46.03342,2188,CORRAL CREEK,,2022/05/02 22:50:00+00,,,,,,,,,,,,,,4.75 inches,13 mph,NO DATA,40 deg. F,NO DATA,85 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17435429
-99.41083,45.87778,2189,SAND LAKE,17458215,2022/08/31 13:15:00+00,83794574,390501,2030,,45.87778,-99.41083,SD,McPherson,FWS,REGION 6,SAND LAKE NWR,Mettler WPA,A,9.94 inches,1 mph,333 degrees ,65 deg. F,60 deg. F ,65 % ,13.7 volts,18.7 (unk),355 degrees,8 mph,61 w/m2,17458215
-93.06667,32.8041700000001,2190,CANEY,17066526,2022/08/31 12:59:00+00,32833036,160401,230,,32.80417,-93.06667,LA,Claiborne,USFS,08,KISATCHIE NF,CANEY,A,35.32 inches,0 mph,112 degrees ,74 deg. F,74 deg. F ,100 % ,12.8 volts,25.4 (unk),268 degrees,2 mph,39 w/m2,17066526
-148.99082,63.9058200000001,2191,ALASKA PORTABLE #4,17387571,2022/08/29 21:14:59+00,324C142C,,1230,Tok Area June 2019,63.90582,-148.99082,AK,,BLM,R11 Alaska,ALASKA FIRE SERVICE,,A,6 inches,1 mph,287 degrees ,56 deg. F,59 deg. F ,82 % ,14 volts,25.7 (unk),290 degrees,2 mph,145 w/m2,17387571
-94.615,47.37778,2192,CASS LAKE,17253923,2022/03/15 13:01:00+00,333126DE,211604,1300,Station located within the compound of the Chippewa N.F.Supervisor's Office. Setting in a large open grass area.,47.37778,-94.615,MN,Cass,USFS,09,CHIPPEWA NF,SUPERVISOR OFFICE,1,.26 inches,4 mph,217 degrees ,30 deg. F,89 deg. F ,73 % ,13.2 volts,24.1 (unk),227 degrees,11 mph,9 w/m2,17253923
